id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2375680553.0,2.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Moreirense,Santa Clara,
2375680577.0,2.0,0.0,0.0,108.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Moreirense,Santa Clara,
2375827927.0,779.0,0.0,0.0,251.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Moreirense,Santa Clara,
2375827933.0,853.0,0.0,0.0,108.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Moreirense,Santa Clara,
2375595159.0,1.0,0.0,0.0,108.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation', 'CaptainPlayerId', 'PlayerPosition', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Moreirense,Santa Clara,
2375600499.0,1.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamFormation', 'CaptainPlayerId', 'TeamPlayerFormation', 'PlayerPosition', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Moreirense,Santa Clara,
2375680621.0,3.0,0.0,0.0,251.0,52.395,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,351562.0,53.445,37.264,,,,,,,,,,77.0,Rui Costa,False,Moreirense,Santa Clara,0.0
2375680693.0,4.0,0.0,0.0,251.0,53.655,36.176,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,279478.0,36.64500000000001,27.064000000000004,,,,,,,,,,10.0,Lincoln,False,Moreirense,Santa Clara,-0.004268819999999998
,,0.0,0.0,,36.64500000000001,27.064000000000004,,,Carry,,,,,101748.0,41.265,26.860000000000007,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara,0.0
2375680747.0,5.0,0.0,3.0,251.0,41.265,26.860000000000007,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Angle', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,101748.0,37.38,7.956000000000001,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara,-0.0013637900000000001
2375680797.0,6.0,0.0,6.0,251.0,37.065,8.16,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,274646.0,23.835,21.012,,,,,,,,,,17.0,Cristian Tassano,False,Moreirense,Santa Clara,-0.0012496299999999998
,,0.0,6.0,,23.835,21.012,,,Carry,,,,,422199.0,22.47,22.44,,,,,,,,,,4.0,Kennedy Boateng,False,Moreirense,Santa Clara,0.0
2375680887.0,7.0,0.0,8.0,251.0,22.47,22.44,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,422199.0,2.205,35.42800000000001,,,,,,,,,,4.0,Kennedy Boateng,False,Moreirense,Santa Clara,-0.0006024800000000007
,,0.0,8.0,,2.205,35.42800000000001,,,Carry,,,,,361916.0,2.625,39.78,,,,,,,,,,99.0,Marco Pereira,False,Moreirense,Santa Clara,0.0
2375680953.0,8.0,0.0,12.0,251.0,2.625,39.78,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Length', 'Longball', 'Angle']","[91, 117, 127, 36, 37, 216, 218]",True,361916.0,38.115,46.51200000000001,,,,,,,,,,99.0,Marco Pereira,True,Moreirense,Santa Clara,0.00328118
,,0.0,12.0,,38.115,46.51200000000001,,,Carry,,,,,409279.0,33.81,46.172,,,,,,,,,,25.0,Hidemasa Morita,False,Moreirense,Santa Clara,-0.0015871199999999992
2375681007.0,9.0,0.0,14.0,251.0,33.81,46.172,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,409279.0,34.965,27.200000000000006,,,,,,,,,,25.0,Hidemasa Morita,False,Moreirense,Santa Clara,0.0002191399999999996
2375681147.0,10.0,0.0,16.0,251.0,35.17500000000001,26.792000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,101748.0,42.42,4.6240000000000006,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara,-6.108999999999976e-05
,,0.0,16.0,,42.42,4.6240000000000006,,,Carry,,,,,274646.0,54.180000000000014,3.944,,,,,,,,,,17.0,Cristian Tassano,True,Moreirense,Santa Clara,0.0034732899999999987
2375681205.0,11.0,0.0,20.0,251.0,54.180000000000014,3.944,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Chipped', 'Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 120, 29, 124, 36, 37, 217, 218]",True,274646.0,79.59,15.504,,,,,,,,,,17.0,Cristian Tassano,True,Moreirense,Santa Clara,0.014796759999999999
2375681291.0,3.0,0.0,21.0,108.0,30.450000000000006,54.80800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX']","[91, 118, 120, 128, 36, 37, 216, 218]",True,342769.0,40.215,68.0,,,,,,,,,,,,False,Moreirense,Santa Clara,0.0006677699999999998
2375681519.0,13.0,0.0,30.0,251.0,67.935,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'ThrowIn', 'Angle', 'PassEndY', 'Length']","[91, 212, 36, 37, 217]",True,274646.0,78.22500000000002,6.800000000000002,,,,,,,,,,17.0,Cristian Tassano,True,Moreirense,Santa Clara,0.00377069
2375681533.0,14.0,0.0,31.0,251.0,78.22500000000001,6.800000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,351562.0,,,,,,,,,,,,77.0,Rui Costa,,Moreirense,Santa Clara,
